License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves
2005,100,N,1,5,5,0,0,0,0,
2005,100,R,13,173,13,13,12,1,0,
2005,100,SUM,14,178,13,13,12,1,0,
2005,101,N,1,14,14,1,1,0,0,
2005,101,R,14,138,10,12,10,2,0,
2005,101,SUM,15,152,10,13,11,2,0,
2005,102,N,0,0,0,0,0,0,0,
2005,102,R,11,85,8,10,9,1,0,
2005,102,SUM,11,85,8,10,9,1,0,
2005,103,R,5,48,10,5,3,2,0,
2005,103,SUM,5,48,10,5,3,2,0,
2005,104,R,5,80,16,5,5,0,0,
2005,104,SUM,5,80,16,5,5,0,0,
2005,105,N,2,4,2,2,2,0,0,
2005,105,R,18,195,11,18,15,3,0,
2005,105,SUM,20,199,10,20,17,3,0,
2005,106,N,1,2,2,0,0,0,0,
2005,106,R,14,207,15,12,11,0,1,
2005,106,SUM,15,209,14,12,11,0,1,
2005,110,N,1,7,7,1,1,0,0,
2005,110,R,9,65,7,8,7,1,0,
2005,110,SUM,10,72,7,9,8,1,0,
2005,111,N,1,30,30,0,0,0,0,
2005,111,R,9,31,3,9,6,3,0,
2005,111,SUM,10,61,6,9,6,3,0,
2005,112,R,5,49,10,5,3,2,0,
2005,112,SUM,5,49,10,5,3,2,0,
2005,121,R,6,92,15,6,5,1,0,
2005,121,SUM,6,92,15,6,5,1,0,
2005,122,R,6,78,13,6,6,0,0,
2005,122,SUM,6,78,13,6,6,0,0,
2005,125,R,2,17,9,2,2,0,0,
2005,125,SUM,2,17,9,2,2,0,0,
2005,130,R,5,89,18,2,2,0,0,
2005,130,SUM,5,89,18,2,2,0,0,
2005,140,R,5,71,14,5,2,2,1,
2005,140,SUM,5,71,14,5,2,2,1,
2005,141,R,6,154,26,4,4,0,0,
2005,141,SUM,6,154,26,4,4,0,0,
2005,150,R,2,6,3,1,1,0,0,
2005,150,SUM,2,6,3,1,1,0,0,
2005,210,R,8,126,16,6,2,2,2,
2005,210,SUM,8,126,16,6,2,2,2,
2005,211,R,6,22,4,6,3,3,0,
2005,211,SUM,6,22,4,6,3,3,0,
2005,212,R,12,153,13,9,5,4,0,
2005,212,SUM,12,153,13,9,5,4,0,
2005,214,R,4,63,16,4,2,2,0,
2005,214,SUM,4,63,16,4,2,2,0,
2005,215,R,5,52,10,5,3,2,0,
2005,215,SUM,5,52,10,5,3,2,0,
2005,220,R,3,51,17,2,2,0,0,
2005,220,SUM,3,51,17,2,2,0,0,
2005,230,R,4,70,18,4,4,0,0,
2005,230,SUM,4,70,18,4,4,0,0,
2005,240,R,5,78,16,5,5,0,0,
2005,240,SUM,5,78,16,5,5,0,0,
2005,250,R,5,79,16,5,4,0,0,
2005,250,SUM,5,79,16,5,4,0,0,
2005,261,R,2,17,9,2,2,0,0,
2005,261,SUM,2,17,9,2,2,0,0,
2005,270,R,10,112,11,10,7,3,0,
2005,270,SUM,10,112,11,10,7,3,0,
2005,280,R,2,4,2,2,2,0,0,
2005,280,SUM,2,4,2,2,2,0,0,
2005,285,R,2,20,10,1,1,0,0,
2005,285,SUM,2,20,10,1,1,0,0,
2005,291,R,1,10,10,1,1,0,0,
2005,291,SUM,1,10,10,1,1,0,0,
2005,292,R,5,44,9,5,5,0,0,
2005,292,SUM,5,44,9,5,5,0,0,
2005,293,R,2,17,9,2,2,0,0,
2005,293,SUM,2,17,9,2,2,0,0,
2005,300,R,12,63,5,10,4,5,1,
2005,300,SUM,12,63,5,10,4,5,1,
2005,301,R,13,67,5,13,8,5,0,
2005,301,SUM,13,67,5,13,8,5,0,
2005,302,R,10,83,8,9,4,5,0,
2005,302,SUM,10,83,8,9,4,5,0,
2005,303,R,6,17,3,5,3,2,0,
2005,303,SUM,6,17,3,5,3,2,0,
2005,304,R,4,22,6,3,3,0,0,
2005,304,SUM,4,22,6,3,3,0,0,
2005,306,R,3,15,5,3,3,0,0,
2005,306,SUM,3,15,5,3,3,0,0,
2005,307,R,1,25,25,0,0,0,0,
2005,307,SUM,1,25,25,0,0,0,0,
2005,308,R,4,31,8,3,3,0,0,
2005,308,SUM,4,31,8,3,3,0,0,
2005,309,R,7,41,6,7,7,0,0,
2005,309,SUM,7,41,6,7,7,0,0,
2005,310,R,1,17,17,1,1,0,0,
2005,310,SUM,1,17,17,1,1,0,0,
2005,311,N,1,20,20,1,1,0,0,
2005,311,R,14,143,10,11,11,0,0,
2005,311,SUM,15,163,11,12,12,0,0,
2005,312,R,5,43,9,4,4,0,0,
2005,312,SUM,5,43,9,4,4,0,0,
2005,313,R,4,71,18,1,1,0,0,
2005,313,SUM,4,71,18,1,1,0,0,
2005,314,R,6,50,8,5,5,0,0,
2005,314,SUM,6,50,8,5,5,0,0,
2005,315,R,7,60,9,6,5,1,0,
2005,315,SUM,7,60,9,6,5,1,0,
2005,316,R,2,14,7,0,0,0,0,
2005,316,SUM,2,14,7,0,0,0,0,
2005,317,R,2,16,8,1,1,0,0,
2005,317,SUM,2,16,8,1,1,0,0,
2005,318,R,3,15,5,2,2,0,0,
2005,318,SUM,3,15,5,2,2,0,0,
2005,319,R,5,68,14,3,3,0,0,
2005,319,SUM,5,68,14,3,3,0,0,
2005,320,R,6,17,3,6,3,3,0,
2005,320,SUM,6,17,3,6,3,3,0,
2005,321,R,4,70,18,3,2,1,0,
2005,321,SUM,4,70,18,3,2,1,0,
2005,322,R,5,35,7,3,3,0,0,
2005,322,SUM,5,35,7,3,3,0,0,
2005,323,N,1,4,4,1,1,0,0,
2005,323,R,26,127,5,25,14,9,2,
2005,323,SUM,27,131,5,26,15,9,2,
2005,324,R,12,120,10,10,6,4,0,
2005,324,SUM,12,120,10,10,6,4,0,
2005,325,R,6,49,8,6,3,2,1,
2005,325,SUM,6,49,8,6,3,2,1,
2005,326,R,22,106,5,18,9,9,0,
2005,326,SUM,22,106,5,18,9,9,0,
2005,327,R,18,110,6,17,11,5,1,
2005,327,SUM,18,110,6,17,11,5,1,
2005,328,R,2,21,11,1,1,0,0,
2005,328,SUM,2,21,11,1,1,0,0,
2005,329,R,5,26,5,4,4,0,0,
2005,329,SUM,5,26,5,4,4,0,0,
2005,330,R,10,56,6,8,5,3,0,
2005,330,SUM,10,56,6,8,5,3,0,
2005,331,N,2,3,2,2,1,1,0,
2005,331,R,18,101,6,18,9,9,0,
2005,331,SUM,20,104,5,20,10,10,0,
2005,332,R,10,39,4,10,6,4,0,
2005,332,SUM,10,39,4,10,6,4,0,
2005,333,R,4,20,5,2,1,1,0,
2005,333,SUM,4,20,5,2,1,1,0,
2005,334,R,11,49,5,10,4,5,1,
2005,334,SUM,11,49,5,10,4,5,1,
2005,335,R,3,66,22,2,2,0,0,
2005,335,SUM,3,66,22,2,2,0,0,
2005,340,R,19,133,7,18,9,9,0,
2005,340,SUM,19,133,7,18,9,9,0,
2005,341,R,3,46,15,3,2,1,0,
2005,341,SUM,3,46,15,3,2,1,0,
2005,350,R,7,115,16,7,5,2,0,
2005,350,SUM,7,115,16,7,5,2,0,
2005,360,R,4,47,12,2,2,0,0,
2005,360,SUM,4,47,12,2,2,0,0,
2005,361,R,5,31,6,5,5,0,0,
2005,361,SUM,5,31,6,5,5,0,0,
2005,362,R,3,14,5,2,2,0,0,
2005,362,SUM,3,14,5,2,2,0,0,
2005,380,R,7,75,11,5,4,1,0,
2005,380,SUM,7,75,11,5,4,1,0,
2005,382,R,3,10,3,3,3,0,0,
2005,382,SUM,3,10,3,3,3,0,0,
2005,415,R,3,30,10,1,1,0,0,
2005,415,SUM,3,30,10,1,1,0,0,
2005,494,R,6,26,4,5,4,1,0,
2005,494,SUM,6,26,4,5,4,1,0,
2005,496,R,4,60,15,2,2,0,0,
2005,496,SUM,4,60,15,2,2,0,0,
2005,512,R,0,0,0,0,0,0,0,
2005,512,SUM,0,0,0,0,0,0,0,
2005,513,R,3,34,11,1,1,0,0,
2005,513,SUM,3,34,11,1,1,0,0,
2005,514,R,11,138,13,6,3,3,0,
2005,514,SUM,11,138,13,6,3,3,0,
2005,515,R,0,0,0,0,0,0,0,
2005,515,SUM,0,0,0,0,0,0,0,
2005,516,R,3,44,15,1,1,0,0,
2005,516,SUM,3,44,15,1,1,0,0,
2005,Reg_1,N,7,62,9,4,4,0,0,
2005,Reg_1,R,135,1577,12,122,102,19,2,
2005,Reg_1,SUM,142,1639,12,126,106,19,2,
2005,Reg_2,R,76,918,12,69,50,16,2,
2005,Reg_2,SUM,76,918,12,69,50,16,2,
2005,Reg_3,N,4,27,7,4,3,1,0,
2005,Reg_3,R,322,2345,7,274,183,85,6,
2005,Reg_3,SUM,326,2372,7,278,186,86,6,
2005,Reg_4,R,13,116,9,8,7,1,0,
2005,Reg_4,SUM,13,116,9,8,7,1,0,
2005,Reg_5,R,17,216,13,8,5,3,0,
2005,Reg_5,SUM,17,216,13,8,5,3,0,
2005,State,N,11,89,8,8,7,1,0,
2005,State,R,563,5172,9,482,346,124,10,
2005,State,SUM,574,5261,9,490,353,125,10,
2006,100,N,1,15,15,0,0,0,0,
2006,100,R,13,131,10,10,9,1,0,
2006,100,SUM,14,146,11,10,9,1,0,
2006,101,R,14,159,12,13,10,2,0,
2006,101,SUM,14,159,12,13,10,2,0,
2006,102,N,1,4,4,1,1,0,0,
2006,102,R,14,159,11,13,10,1,0,
2006,102,SUM,15,163,11,14,11,1,0,
2006,103,R,5,94,19,4,4,0,0,
2006,103,SUM,5,94,19,4,4,0,0,
2006,104,R,5,46,9,5,3,2,0,
2006,104,SUM,5,46,9,5,3,2,0,
2006,105,N,2,8,4,2,2,0,0,
2006,105,R,23,191,8,23,18,5,0,
2006,105,SUM,25,199,8,25,20,5,0,
2006,106,R,15,180,12,15,11,4,0,
2006,106,SUM,15,180,12,15,11,4,0,
2006,110,N,1,2,2,1,1,0,0,
2006,110,R,14,224,16,11,10,1,0,
2006,110,SUM,15,226,15,12,11,1,0,
2006,111,N,0,0,0,0,0,0,0,
2006,111,R,9,78,9,9,9,0,0,
2006,111,SUM,9,78,9,9,9,0,0,
2006,112,R,5,86,17,5,4,1,0,
2006,112,SUM,5,86,17,5,4,1,0,
2006,121,R,6,76,13,6,4,2,0,
2006,121,SUM,6,76,13,6,4,2,0,
2006,122,R,8,178,22,8,8,0,0,
2006,122,SUM,8,178,22,8,8,0,0,
2006,125,R,3,23,8,3,3,0,0,
2006,125,SUM,3,23,8,3,3,0,0,
2006,126,R,1,10,10,1,1,0,0,
2006,126,SUM,1,10,10,1,1,0,0,
2006,130,R,5,67,13,5,5,0,0,
2006,130,SUM,5,67,13,5,5,0,0,
2006,140,N,1,7,7,0,0,0,0,
2006,140,R,4,75,19,3,3,0,0,
2006,140,SUM,5,82,16,3,3,0,0,
2006,141,R,6,37,6,5,5,0,0,
2006,141,SUM,6,37,6,5,5,0,0,
2006,150,R,2,23,12,1,1,0,0,
2006,150,SUM,2,23,12,1,1,0,0,
2006,210,R,8,119,15,8,4,3,1,
2006,210,SUM,8,119,15,8,4,3,1,
2006,211,R,6,118,20,4,2,2,0,
2006,211,SUM,6,118,20,4,2,2,0,
2006,212,R,13,112,9,13,8,5,0,
2006,212,SUM,13,112,9,13,8,5,0,
2006,214,R,4,20,5,4,2,2,0,
2006,214,SUM,4,20,5,4,2,2,0,
2006,215,R,5,28,6,5,3,2,0,
2006,215,SUM,5,28,6,5,3,2,0,
2006,220,R,3,68,23,3,3,0,0,
2006,220,SUM,3,68,23,3,3,0,0,
2006,230,R,4,41,10,4,4,0,0,
2006,230,SUM,4,41,10,4,4,0,0,
2006,240,R,5,23,5,5,5,0,0,
2006,240,SUM,5,23,5,5,5,0,0,
2006,250,R,5,43,9,4,4,0,0,
2006,250,SUM,5,43,9,4,4,0,0,
2006,261,R,2,35,18,2,2,0,0,
2006,261,SUM,2,35,18,2,2,0,0,
2006,270,N,1,21,21,0,0,0,0,
2006,270,R,9,137,15,9,8,0,0,
2006,270,SUM,10,158,16,9,8,0,0,
2006,280,R,2,10,5,2,2,0,0,
2006,280,SUM,2,10,5,2,2,0,0,
2006,285,R,2,16,8,2,2,0,0,
2006,285,SUM,2,16,8,2,2,0,0,
2006,291,R,1,10,10,0,0,0,0,
2006,291,SUM,1,10,10,0,0,0,0,
2006,292,R,6,90,15,5,5,0,0,
2006,292,SUM,6,90,15,5,5,0,0,
2006,293,R,2,14,7,2,2,0,0,
2006,293,SUM,2,14,7,2,2,0,0,
2006,300,R,15,73,5,15,9,6,0,
2006,300,SUM,15,73,5,15,9,6,0,
2006,301,N,2,42,21,2,2,0,0,
2006,301,R,14,91,7,12,5,5,2,
2006,301,SUM,16,133,8,14,7,5,2,
2006,302,N,0,0,0,0,0,0,0,
2006,302,R,8,126,16,4,4,0,0,
2006,302,SUM,8,126,16,4,4,0,0,
2006,303,R,6,27,5,6,4,2,0,
2006,303,SUM,6,27,5,6,4,2,0,
2006,304,R,4,24,6,4,4,0,0,
2006,304,SUM,4,24,6,4,4,0,0,
2006,306,R,3,26,9,3,2,0,0,
2006,306,SUM,3,26,9,3,2,0,0,
2006,307,R,0,0,0,0,0,0,0,
2006,307,SUM,0,0,0,0,0,0,0,
2006,308,R,4,19,5,4,4,0,0,
2006,308,SUM,4,19,5,4,4,0,0,
2006,309,R,7,83,12,4,4,0,0,
2006,309,SUM,7,83,12,4,4,0,0,
2006,310,R,1,7,7,1,1,0,0,
2006,310,SUM,1,7,7,1,1,0,0,
2006,311,R,13,91,7,9,9,0,0,
2006,311,SUM,13,91,7,9,9,0,0,
2006,312,R,4,23,6,3,3,0,0,
2006,312,SUM,4,23,6,3,3,0,0,
2006,313,R,4,60,16,1,1,0,0,
2006,313,SUM,4,60,16,1,1,0,0,
2006,314,R,6,53,9,0,0,0,0,
2006,314,SUM,6,53,9,0,0,0,0,
2006,315,R,6,72,12,3,3,0,0,
2006,315,SUM,6,72,12,3,3,0,0,
2006,316,R,3,20,7,2,2,0,0,
2006,316,SUM,3,20,7,2,2,0,0,
2006,317,R,2,13,7,2,2,0,0,
2006,317,SUM,2,13,7,2,2,0,0,
2006,318,N,0,0,0,0,0,0,0,
2006,318,R,2,24,12,1,1,0,0,
2006,318,SUM,2,24,12,1,1,0,0,
2006,319,R,7,126,18,5,3,2,0,
2006,319,SUM,7,126,18,5,3,2,0,
2006,320,R,6,31,5,6,3,3,0,
2006,320,SUM,6,31,5,6,3,3,0,
2006,321,R,4,37,9,1,1,0,0,
2006,321,SUM,4,37,9,1,1,0,0,
2006,322,R,5,65,13,5,5,0,0,
2006,322,SUM,5,65,13,5,5,0,0,
2006,323,N,2,11,6,2,1,1,0,
2006,323,R,24,188,8,21,10,10,1,
2006,323,SUM,26,199,8,23,11,11,1,
2006,324,N,1,3,3,1,1,0,0,
2006,324,R,13,94,7,13,8,5,0,
2006,324,SUM,14,97,7,14,9,5,0,
2006,325,N,0,0,0,0,0,0,0,
2006,325,R,6,30,5,4,3,1,0,
2006,325,SUM,6,30,5,4,3,1,0,
2006,326,N,1,3,3,1,0,1,0,
2006,326,R,21,157,8,19,8,11,0,
2006,326,SUM,22,160,7,20,8,12,0,
2006,327,N,2,15,8,2,1,1,0,
2006,327,R,15,96,6,14,8,6,0,
2006,327,SUM,17,111,7,16,9,7,0,
2006,328,R,2,62,31,0,0,0,0,
2006,328,SUM,2,62,31,0,0,0,0,
2006,329,R,5,136,27,1,1,0,0,
2006,329,SUM,5,136,27,1,1,0,0,
2006,330,R,10,52,5,8,5,2,2,
2006,330,SUM,10,52,5,8,5,2,2,
2006,331,N,0,0,0,0,0,0,0,
2006,331,R,18,105,6,16,10,3,2,
2006,331,SUM,18,105,6,16,10,3,2,
2006,332,R,19,58,3,18,9,9,0,
2006,332,SUM,19,58,3,18,9,9,0,
2006,333,R,4,19,5,3,2,1,0,
2006,333,SUM,4,19,5,3,2,1,0,
2006,334,R,9,58,6,8,5,2,1,
2006,334,SUM,9,58,6,8,5,2,1,
2006,335,R,3,18,6,3,3,0,0,
2006,335,SUM,3,18,6,3,3,0,0,
2006,340,R,20,193,10,14,6,7,1,
2006,340,SUM,20,193,10,14,6,7,1,
2006,341,R,6,33,6,6,3,3,0,
2006,341,SUM,6,33,6,6,3,3,0,
2006,350,R,5,64,13,3,3,0,0,
2006,350,SUM,5,64,13,3,3,0,0,
2006,360,R,5,43,9,4,4,0,0,
2006,360,SUM,5,43,9,4,4,0,0,
2006,361,R,5,54,11,5,5,0,0,
2006,361,SUM,5,54,11,5,5,0,0,
2006,362,N,0,0,0,0,0,0,0,
2006,362,R,2,10,5,2,2,0,0,
2006,362,SUM,2,10,5,2,2,0,0,
2006,380,R,7,44,6,7,5,2,0,
2006,380,SUM,7,44,6,7,5,2,0,
2006,382,R,3,32,11,3,3,0,0,
2006,382,SUM,3,32,11,3,3,0,0,
2006,415,R,3,20,7,3,3,0,0,
2006,415,SUM,3,20,7,3,3,0,0,
2006,494,R,6,92,15,6,6,0,0,
2006,494,SUM,6,92,15,6,6,0,0,
2006,496,R,4,67,17,1,1,0,0,
2006,496,SUM,4,67,17,1,1,0,0,
2006,513,R,3,39,13,3,3,0,0,
2006,513,SUM,3,39,13,3,3,0,0,
2006,514,R,4,44,11,2,2,0,0,
2006,514,SUM,4,44,11,2,2,0,0,
2006,515,R,0,0,0,0,0,0,0,
2006,515,SUM,0,0,0,0,0,0,0,
2006,516,R,3,8,3,3,3,0,0,
2006,516,SUM,3,8,3,3,3,0,0,
2006,Reg_1,N,6,36,6,4,4,0,0,
2006,Reg_1,R,152,1837,12,139,117,21,0,
2006,Reg_1,SUM,158,1873,12,143,121,21,0,
2006,Reg_2,N,1,21,21,0,0,0,0,
2006,Reg_2,R,77,882,12,71,55,14,1,
2006,Reg_2,SUM,78,903,12,71,55,14,1,
2006,Reg_3,N,8,74,9,8,5,3,0,
2006,Reg_3,R,325,2634,8,262,172,79,9,
2006,Reg_3,SUM,333,2708,8,270,177,82,9,
2006,Reg_4,R,13,179,14,10,10,0,0,
2006,Reg_4,SUM,13,179,14,10,10,0,0,
2006,Reg_5,R,10,91,9,8,8,0,0,
2006,Reg_5,SUM,10,91,9,8,8,0,0,
2006,State,N,16,132,8,12,9,3,0,
2006,State,R,578,5633,10,490,363,113,11,
2006,State,SUM,594,5765,10,502,372,116,11,
2007,100,N,1,30,30,0,0,0,0,
2007,100,R,14,175,13,13,6,7,0,
2007,100,SUM,15,205,14,13,6,7,0,
2007,101,N,1,10,10,1,1,0,0,
2007,101,R,14,52,5,13,10,1,1,
2007,101,SUM,15,62,5,14,11,1,1,
2007,102,N,1,8,8,1,1,0,0,
2007,102,R,12,32,5,12,8,2,2,
2007,102,SUM,13,40,5,13,9,2,2,
2007,103,R,5,34,8,4,3,1,0,
2007,103,SUM,5,34,8,4,3,1,0,
2007,104,R,5,74,26,5,4,1,0,
2007,104,SUM,5,74,26,5,4,1,0,
2007,105,N,2,18,9,2,2,0,0,
2007,105,R,22,136,8,20,19,0,0,
2007,105,SUM,24,154,8,22,21,0,0,
2007,106,N,0,0,0,0,0,0,0,
2007,106,R,14,161,15,13,10,3,0,
2007,106,SUM,14,161,15,13,10,3,0,
2007,110,R,15,217,15,12,11,0,1,
2007,110,SUM,15,217,15,12,11,0,1,
2007,111,R,9,49,8,9,6,2,1,
2007,111,SUM,9,49,8,9,6,2,1,
2007,112,R,5,24,5,4,3,0,1,
2007,112,SUM,5,24,5,4,3,0,1,
2007,121,N,1,0,0,1,0,1,0,
2007,121,R,5,60,12,3,3,0,0,
2007,121,SUM,6,60,11,4,3,1,0,
2007,122,R,8,35,7,8,6,0,1,
2007,122,SUM,8,35,7,8,6,0,1,
2007,125,N,1,3,3,1,1,0,0,
2007,125,R,2,2,1,2,1,1,0,
2007,125,SUM,3,5,2,3,2,1,0,
2007,126,R,1,20,20,1,1,0,0,
2007,126,SUM,1,20,20,1,1,0,0,
2007,130,R,5,54,13,2,0,0,2,
2007,130,SUM,5,54,13,2,0,0,2,
2007,140,R,4,51,10,4,4,0,0,
2007,140,SUM,4,51,10,4,4,0,0,
2007,141,R,6,54,11,3,2,1,0,
2007,141,SUM,6,54,11,3,2,1,0,
2007,150,R,2,20,10,2,2,0,0,
2007,150,SUM,2,20,10,2,2,0,0,
2007,210,R,6,52,10,6,4,1,1,
2007,210,SUM,6,52,10,6,4,1,1,
2007,211,R,4,13,3,3,2,1,0,
2007,211,SUM,4,13,3,3,2,1,0,
2007,212,R,13,99,8,13,7,4,2,
2007,212,SUM,13,99,8,13,7,4,2,
2007,214,R,3,28,12,2,1,0,1,
2007,214,SUM,3,28,12,2,1,0,1,
2007,215,R,5,75,15,4,2,2,0,
2007,215,SUM,5,75,15,4,2,2,0,
2007,220,R,3,64,21,3,3,0,0,
2007,220,SUM,3,64,21,3,3,0,0,
2007,230,R,4,23,6,4,4,0,0,
2007,230,SUM,4,23,6,4,4,0,0,
2007,240,R,5,32,6,5,4,1,0,
2007,240,SUM,5,32,6,5,4,1,0,
2007,250,R,5,44,9,3,2,0,1,
2007,250,SUM,5,44,9,3,2,0,1,
2007,261,R,1,18,9,1,1,0,0,
2007,261,SUM,1,18,9,1,1,0,0,
2007,270,N,1,12,12,1,1,0,0,
2007,270,R,9,129,14,9,4,6,0,
2007,270,SUM,10,141,14,10,5,6,0,
2007,280,R,2,6,3,1,1,0,0,
2007,280,SUM,2,6,3,1,1,0,0,
2007,285,R,2,46,23,2,2,0,0,
2007,285,SUM,2,46,23,2,2,0,0,
2007,291,R,3,61,20,3,1,2,0,
2007,291,SUM,3,61,20,3,1,2,0,
2007,292,R,6,57,10,5,5,0,0,
2007,292,SUM,6,57,10,5,5,0,0,
2007,293,R,2,48,24,1,1,0,0,
2007,293,SUM,2,48,24,1,1,0,0,
2007,300,R,14,61,5,14,8,5,1,
2007,300,SUM,14,61,5,14,8,5,1,
2007,301,R,13,65,5,10,8,1,1,
2007,301,SUM,13,65,5,10,8,1,1,
2007,302,R,9,22,3,6,3,3,0,
2007,302,SUM,9,22,3,6,3,3,0,
2007,303,R,6,49,8,4,3,1,0,
2007,303,SUM,6,49,8,4,3,1,0,
2007,304,R,2,13,3,2,2,0,0,
2007,304,SUM,2,13,3,2,2,0,0,
2007,306,R,2,22,11,1,1,0,0,
2007,306,SUM,2,22,11,1,1,0,0,
2007,307,N,1,1,1,1,1,0,0,
2007,307,SUM,1,1,1,1,1,0,0,
2007,308,R,4,47,12,4,4,0,0,
2007,308,SUM,4,47,12,4,4,0,0,
2007,309,R,7,51,7,4,4,0,0,
2007,309,SUM,7,51,7,4,4,0,0,
2007,310,R,1,3,3,1,1,0,0,
2007,310,SUM,1,3,3,1,1,0,0,
2007,311,R,15,194,13,12,10,0,2,
2007,311,SUM,15,194,13,12,10,0,2,
2007,312,R,5,56,11,4,4,0,0,
2007,312,SUM,5,56,11,4,4,0,0,
2007,313,R,5,70,14,3,3,0,0,
2007,313,SUM,5,70,14,3,3,0,0,
2007,314,N,1,3,3,1,1,0,0,
2007,314,R,5,54,11,2,2,0,0,
2007,314,SUM,6,57,9,3,3,0,0,
2007,315,R,6,55,9,5,5,0,0,
2007,315,SUM,6,55,9,5,5,0,0,
2007,316,N,0,0,0,0,0,0,0,
2007,316,R,1,8,4,1,1,0,0,
2007,316,SUM,1,8,3,1,1,0,0,
2007,317,R,1,0,0,1,0,0,1,
2007,317,SUM,1,0,0,1,0,0,1,
2007,318,R,3,12,4,1,1,0,0,
2007,318,SUM,3,12,4,1,1,0,0,
2007,319,R,7,33,5,5,4,1,0,
2007,319,SUM,7,33,5,5,4,1,0,
2007,320,R,5,55,12,4,2,1,1,
2007,320,SUM,5,55,12,4,2,1,1,
2007,321,N,1,10,10,1,1,0,0,
2007,321,R,2,45,23,0,0,0,0,
2007,321,SUM,3,55,19,1,1,0,0,
2007,322,R,5,48,10,2,1,1,0,
2007,322,SUM,5,48,10,2,1,1,0,
2007,323,N,2,4,2,2,1,0,1,
2007,323,R,24,142,6,23,12,8,3,
2007,323,SUM,26,146,6,25,13,8,4,
2007,324,R,14,164,12,11,8,3,1,
2007,324,SUM,14,164,12,11,8,3,1,
2007,325,R,8,50,6,8,4,2,2,
2007,325,SUM,8,50,6,8,4,2,2,
2007,326,N,1,3,3,1,0,1,0,
2007,326,R,20,211,12,14,6,6,2,
2007,326,SUM,21,214,11,15,6,7,2,
