License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves
2016,102,SUM,8,115,14,3,3,0,0,
2016,103,R,3,23,8,3,3,0,0,
2016,103,SUM,3,23,8,3,3,0,0,
2016,104,R,5,99,20,0,0,0,0,
2016,104,SUM,5,99,20,0,0,0,0,
2016,105,N,2,14,7,0,0,0,0,
2016,105,R,18,296,16,9,9,0,0,
2016,105,SUM,20,310,16,9,9,0,0,
2016,106,R,12,168,14,11,11,0,0,
2016,106,SUM,12,168,14,11,11,0,0,
2016,110,N,0,0,0,0,0,0,0,
2016,110,R,10,195,20,6,6,0,0,
2016,110,SUM,10,195,20,6,6,0,0,
2016,111,R,9,156,18,9,9,0,0,
2016,111,SUM,9,156,18,9,9,0,0,
2016,112,R,3,113,38,2,2,0,0,
2016,112,SUM,3,113,38,2,2,0,0,
2016,121,R,4,60,15,2,2,0,0,
2016,121,SUM,4,60,15,2,2,0,0,
2016,122,R,4,55,14,3,3,0,0,
2016,122,SUM,4,55,14,3,3,0,0,
2016,125,R,3,27,9,2,2,0,0,
2016,125,SUM,3,27,9,2,2,0,0,
2016,126,R,0,0,0,0,0,0,0,
2016,126,SUM,0,0,0,0,0,0,0,
2016,140,R,2,4,2,2,2,0,0,
2016,140,SUM,2,4,2,2,2,0,0,
2016,141,R,2,14,7,2,2,0,0,
2016,141,SUM,2,14,7,2,2,0,0,
2016,150,R,1,1,1,1,1,0,0,
2016,150,SUM,1,1,1,1,1,0,0,
2016,210,R,4,21,5,4,4,0,0,
2016,210,SUM,4,21,5,4,4,0,0,
2016,211,R,2,69,35,2,2,0,0,
2016,211,SUM,2,69,35,2,2,0,0,
2016,212,R,3,16,5,3,3,0,0,
2016,212,SUM,3,16,5,3,3,0,0,
2016,214,R,1,5,5,1,1,0,0,
2016,214,SUM,1,5,5,1,1,0,0,
2016,215,R,1,24,24,1,1,0,0,
2016,215,SUM,1,24,24,1,1,0,0,
2016,220,R,0,0,0,0,0,0,0,
2016,220,SUM,0,0,0,0,0,0,0,
2016,230,N,1,3,3,1,1,0,0,
2016,230,R,3,56,19,3,3,0,0,
2016,230,SUM,4,59,15,4,4,0,0,
2016,240,R,3,18,6,0,0,0,0,
2016,240,SUM,3,18,6,0,0,0,0,
2016,250,R,1,30,30,0,0,0,0,
2016,250,SUM,1,30,30,0,0,0,0,
2016,261,R,2,30,15,1,1,0,0,
2016,261,SUM,2,30,15,1,1,0,0,
2016,270,R,3,48,16,2,2,0,0,
2016,270,SUM,3,48,16,2,2,0,0,
2016,280,R,1,12,12,1,1,0,0,
2016,280,SUM,1,12,12,1,1,0,0,
2016,285,R,2,74,37,0,0,0,0,
2016,285,SUM,2,74,37,0,0,0,0,
2016,291,R,0,0,0,0,0,0,0,
2016,291,SUM,0,0,0,0,0,0,0,
2016,292,R,3,36,12,2,2,0,0,
2016,292,SUM,3,36,12,2,2,0,0,
2016,293,R,2,80,40,2,2,0,0,
2016,293,SUM,2,80,40,2,2,0,0,
2016,300,R,15,106,7,14,7,6,1,
2016,300,SUM,15,106,7,14,7,6,1,
2016,301,R,8,74,9,7,5,2,0,
2016,301,SUM,8,74,9,7,5,2,0,
2016,302,R,2,40,20,2,2,0,0,
2016,302,SUM,2,40,20,2,2,0,0,
2016,303,R,4,42,11,4,3,1,0,
2016,303,SUM,4,42,11,4,3,1,0,
2016,309,R,3,46,15,2,2,0,0,
2016,309,SUM,3,46,15,2,2,0,0,
2016,310,R,1,5,5,1,1,0,0,
2016,310,SUM,1,5,5,1,1,0,0,
2016,311,R,5,56,11,4,4,0,0,
2016,311,SUM,5,56,11,4,4,0,0,
2016,312,R,4,76,19,3,3,0,0,
2016,312,SUM,4,76,19,3,3,0,0,
2016,314,R,2,16,8,2,2,0,0,
2016,314,SUM,2,16,8,2,2,0,0,
2016,315,R,2,12,6,2,2,0,0,
2016,315,SUM,2,12,6,2,2,0,0,
2016,319,R,0,0,0,0,0,0,0,
2016,319,SUM,0,0,0,0,0,0,0,
2016,320,R,7,84,12,4,4,0,0,
2016,320,SUM,7,84,12,4,4,0,0,
2016,322,R,2,39,20,1,1,0,0,
2016,322,SUM,2,39,20,1,1,0,0,
2016,323,N,1,4,4,1,1,0,0,
2016,323,R,15,157,11,13,8,3,2,
2016,323,SUM,16,161,10,14,9,3,2,
2016,324,N,1,6,6,1,1,0,0,
2016,324,R,10,132,13,10,7,2,1,
2016,324,SUM,11,138,13,11,8,2,1,
2016,325,N,1,3,3,1,1,0,0,
2016,325,R,5,61,12,5,5,0,0,
2016,325,SUM,6,64,11,6,6,0,0,
2016,326,N,1,2,2,1,1,0,0,
2016,326,R,3,15,5,3,3,0,0,
2016,326,SUM,4,17,4,4,4,0,0,
2016,327,R,3,8,3,3,3,0,0,
2016,327,SUM,3,8,3,3,3,0,0,
2016,329,R,0,0,0,0,0,0,0,
2016,329,SUM,0,0,0,0,0,0,0,
2016,330,N,1,5,5,1,1,0,0,
2016,330,R,4,27,7,2,1,1,0,
2016,330,SUM,5,32,6,3,2,1,0,
2016,331,R,13,109,8,13,8,5,0,
2016,331,SUM,13,109,8,13,8,5,0,
2016,332,R,13,144,11,11,7,4,0,
2016,332,SUM,13,144,11,11,7,4,0,
2016,333,R,3,30,10,3,2,1,0,
2016,333,SUM,3,30,10,3,2,1,0,
2016,334,R,10,58,7,8,5,2,2,
2016,334,SUM,10,58,7,8,5,2,2,
2016,335,R,3,44,15,2,2,0,0,
2016,335,SUM,3,44,15,2,2,0,0,
2016,340,R,4,60,15,4,4,0,0,
2016,340,SUM,4,60,15,4,4,0,0,
2016,341,R,3,21,7,3,3,0,0,
2016,341,SUM,3,21,7,3,3,0,0,
2016,343,R,1,21,21,1,1,0,0,
2016,343,SUM,1,21,21,1,1,0,0,
2016,350,R,3,80,27,1,1,0,0,
2016,350,SUM,3,80,27,1,1,0,0,
2016,380,R,7,42,6,5,4,1,0,
2016,380,SUM,7,42,6,5,4,1,0,
2016,382,R,3,59,20,3,3,0,0,
2016,382,SUM,3,59,20,3,3,0,0,
2016,390,R,2,7,4,2,2,0,0,
2016,390,SUM,2,7,4,2,2,0,0,
2016,398,R,5,121,24,1,1,0,0,
2016,398,SUM,5,121,24,1,1,0,0,
2016,399,R,4,20,5,4,4,0,0,
2016,399,SUM,4,20,5,4,4,0,0,
2016,401,R,2,3,2,2,2,0,0,
2016,401,SUM,2,3,2,2,2,0,0,
2016,415,R,3,90,30,0,0,0,0,
2016,415,SUM,3,90,30,0,0,0,0,
2016,441,R,1,46,46,1,1,0,0,
2016,441,SUM,1,46,46,1,1,0,0,
2016,494,R,4,23,6,3,3,0,0,
2016,494,SUM,4,23,6,3,3,0,0,
2016,496,R,4,56,14,4,4,0,0,
2016,496,SUM,4,56,14,4,4,0,0,
2016,513,R,3,68,23,2,2,0,0,
2016,513,SUM,3,68,23,2,2,0,0,
2016,514,R,6,30,5,6,6,0,0,
2016,514,SUM,6,30,5,6,6,0,0,
2016,516,R,2,22,11,2,2,0,0,
2016,516,SUM,2,22,11,2,2,0,0,
2016,600,R,3,35,12,3,3,0,0,
2016,600,SUM,3,35,12,3,3,0,0,
2016,Reg_1,N,4,31,8,1,1,0,0,
2016,Reg_1,R,105,1600,15,68,68,0,0,
2016,Reg_1,SUM,109,1631,15,69,69,0,0,
2016,Reg_2,N,1,3,3,1,1,0,0,
2016,Reg_2,R,31,519,17,22,22,0,0,
2016,Reg_2,SUM,32,522,16,23,23,0,0,
2016,Reg_3,N,5,20,4,5,5,0,0,
2016,Reg_3,R,169,1811,11,142,110,27,6,
2016,Reg_3,SUM,174,1831,11,147,115,27,6,
2016,Reg_4,R,14,218,16,10,10,0,0,
2016,Reg_4,SUM,14,218,16,10,10,0,0,
2016,Reg_5,R,11,120,11,10,10,0,0,
2016,Reg_5,SUM,11,120,11,10,10,0,0,
2016,Reg_6,R,3,35,12,3,3,0,0,
2016,Reg_6,SUM,3,35,12,3,3,0,0,
2016,State,N,11,62,6,7,7,0,0,
2016,State,R,332,4302,13,254,222,27,6,
2016,State,SUM,343,4364,13,261,229,27,6,
2017,100,N,1,6,6,1,1,0,0,
2017,100,R,10,95,10,8,8,0,0,
2017,100,SUM,11,101,9,9,9,0,0,
2017,101,N,0,0,0,0,0,0,0,
2017,101,R,11,149,14,6,6,0,0,
2017,101,SUM,11,149,14,6,6,0,0,
2017,102,N,1,2,2,1,1,0,0,
2017,102,R,7,65,9,7,7,0,0,
2017,102,SUM,8,67,8,8,8,0,0,
2017,103,R,3,27,9,2,2,0,0,
2017,103,SUM,3,27,9,2,2,0,0,
2017,104,N,1,6,6,0,0,0,0,
2017,104,R,4,59,15,0,0,0,0,
2017,104,SUM,5,65,13,0,0,0,0,
2017,105,N,2,13,7,1,1,0,0,
2017,105,R,18,286,16,11,11,0,0,
2017,105,SUM,20,299,15,12,12,0,0,
2017,106,R,12,192,16,7,7,0,0,
2017,106,SUM,12,192,16,7,7,0,0,
2017,110,R,11,205,19,8,8,0,0,
2017,110,SUM,11,205,19,8,8,0,0,
2017,111,N,0,0,0,0,0,0,0,
2017,111,R,9,217,24,8,8,0,0,
2017,111,SUM,9,217,24,8,8,0,0,
2017,112,R,3,46,15,1,1,0,0,
2017,112,SUM,3,46,15,1,1,0,0,
2017,121,R,4,69,17,2,2,0,0,
2017,121,SUM,4,69,17,2,2,0,0,
2017,122,R,4,56,14,3,3,0,0,
2017,122,SUM,4,56,14,3,3,0,0,
2017,125,R,3,36,12,2,2,0,0,
2017,125,SUM,3,36,12,2,2,0,0,
2017,126,R,1,20,20,1,1,0,0,
2017,126,SUM,1,20,20,1,1,0,0,
2017,140,R,2,70,35,1,1,0,0,
2017,140,SUM,2,70,35,1,1,0,0,
2017,141,R,2,33,17,1,1,0,0,
2017,141,SUM,2,33,17,1,1,0,0,
2017,150,R,0,0,0,0,0,0,0,
2017,150,SUM,0,0,0,0,0,0,0,
2017,210,R,4,28,7,4,4,0,0,
2017,210,SUM,4,28,7,4,4,0,0,
2017,211,R,2,16,8,2,2,0,0,
2017,211,SUM,2,16,8,2,2,0,0,
2017,212,R,4,48,12,4,4,0,0,
2017,212,SUM,4,48,12,4,4,0,0,
2017,214,R,1,12,12,1,1,0,0,
2017,214,SUM,1,12,12,1,1,0,0,
2017,215,R,1,6,6,0,0,0,0,
2017,215,SUM,1,6,6,0,0,0,0,
2017,220,R,3,36,12,3,3,0,0,
2017,220,SUM,3,36,12,3,3,0,0,
2017,230,R,4,79,20,4,4,0,0,
2017,230,SUM,4,79,20,4,4,0,0,
2017,240,R,3,41,14,1,1,0,0,
2017,240,SUM,3,41,14,1,1,0,0,
2017,250,R,1,15,15,0,0,0,0,
2017,250,SUM,1,15,15,0,0,0,0,
2017,261,R,2,22,11,2,2,0,0,
2017,261,SUM,2,22,11,2,2,0,0,
2017,270,R,3,14,5,3,3,0,0,
2017,270,SUM,3,14,5,3,3,0,0,
2017,280,R,1,6,6,1,1,0,0,
2017,280,SUM,1,6,6,1,1,0,0,
2017,285,R,2,60,30,2,2,0,0,
2017,285,SUM,2,60,30,2,2,0,0,
2017,291,R,1,18,18,0,0,0,0,
2017,291,SUM,1,18,18,0,0,0,0,
2017,292,R,3,113,38,2,2,0,0,
2017,292,SUM,3,113,38,2,2,0,0,
2017,293,R,2,5,3,2,2,0,0,
2017,293,SUM,2,5,3,2,2,0,0,
2017,300,R,15,149,10,13,8,2,2,
2017,300,SUM,15,149,10,13,8,2,2,
2017,301,R,8,53,7,8,5,2,2,
2017,301,SUM,8,53,7,8,5,2,2,
2017,302,R,2,35,18,1,1,0,0,
2017,302,SUM,2,35,18,1,1,0,0,
2017,303,R,4,13,3,4,3,1,0,
2017,303,SUM,4,13,3,4,3,1,0,
2017,309,R,2,3,2,2,2,0,0,
2017,309,SUM,2,3,2,2,2,0,0,
2017,310,R,1,10,10,1,1,0,0,
2017,310,SUM,1,10,10,1,1,0,0,
2017,311,R,3,17,5,3,3,0,0,
2017,311,SUM,3,17,5,3,3,0,0,
2017,312,R,4,18,5,3,3,0,0,
2017,312,SUM,4,18,5,3,3,0,0,
2017,314,R,2,10,5,2,2,0,0,
2017,314,SUM,2,10,5,2,2,0,0,
2017,315,R,2,29,15,2,2,0,0,
2017,315,SUM,2,29,15,2,2,0,0,
2017,319,R,2,48,24,1,1,0,0,
2017,319,SUM,2,48,24,1,1,0,0,
2017,320,R,7,60,9,7,4,3,0,
2017,320,SUM,7,60,9,7,4,3,0,
2017,322,R,2,20,10,1,1,0,0,
2017,322,SUM,2,20,10,1,1,0,0,
2017,323,N,1,5,5,1,1,0,0,
2017,323,R,18,159,9,16,12,2,2,
2017,323,SUM,19,164,9,17,13,2,2,
2017,324,R,10,93,9,9,6,2,2,
2017,324,SUM,10,93,9,9,6,2,2,
2017,325,R,6,67,11,6,6,0,0,
2017,325,SUM,6,67,11,6,6,0,0,
2017,326,R,4,32,8,4,4,0,0,
2017,326,SUM,4,32,8,4,4,0,0,
2017,327,R,3,52,17,2,2,0,0,
2017,327,SUM,3,52,17,2,2,0,0,
2017,329,R,2,10,5,0,0,0,0,
2017,329,SUM,2,10,5,0,0,0,0,
2017,330,R,5,38,8,4,3,1,0,
2017,330,SUM,5,38,8,4,3,1,0,
2017,331,N,1,4,4,1,1,0,0,
2017,331,R,12,99,8,12,8,4,0,
2017,331,SUM,13,103,8,13,9,4,0,
2017,332,R,13,65,5,12,8,4,0,
2017,332,SUM,13,65,5,12,8,4,0,
2017,333,R,3,44,15,3,2,0,1,
2017,333,SUM,3,44,15,3,2,0,1,
2017,334,N,1,3,3,1,1,0,0,
2017,334,R,10,38,4,10,5,5,0,
2017,334,SUM,11,41,4,11,6,5,0,
2017,335,R,0,0,0,0,0,0,0,
2017,335,SUM,0,0,0,0,0,0,0,
2017,340,N,1,5,5,1,1,0,0,
2017,340,R,2,5,3,2,2,0,0,
2017,340,SUM,3,10,4,3,3,0,0,
2017,341,N,0,0,0,0,0,0,0,
2017,341,R,2,6,3,2,2,0,0,
2017,341,SUM,2,6,3,2,2,0,0,
2017,343,R,1,14,14,1,1,0,0,
2017,343,SUM,1,14,14,1,1,0,0,
2017,350,R,3,29,10,3,3,0,0,
2017,350,SUM,3,29,10,3,3,0,0,
2017,380,R,7,42,6,6,5,1,0,
2017,380,SUM,7,42,6,6,5,1,0,
2017,382,R,2,31,16,2,2,0,0,
2017,382,SUM,2,31,16,2,2,0,0,
2017,390,R,0,0,0,0,0,0,0,
2017,390,SUM,0,0,0,0,0,0,0,
2017,398,R,5,41,8,3,3,0,0,
2017,398,SUM,5,41,8,3,3,0,0,
2017,399,R,4,116,29,3,3,0,0,
2017,399,SUM,4,116,29,3,3,0,0,
2017,401,N,1,3,3,1,1,0,0,
2017,401,R,1,4,4,1,1,0,0,
2017,401,SUM,2,7,4,2,2,0,0,
2017,415,R,1,4,4,1,1,0,0,
2017,415,SUM,1,4,4,1,1,0,0,
2017,441,R,0,0,0,0,0,0,0,
2017,441,SUM,0,0,0,0,0,0,0,
2017,494,R,4,37,9,3,3,0,0,
2017,494,SUM,4,37,9,3,3,0,0,
2017,496,R,4,16,4,3,3,0,0,
2017,496,SUM,4,16,4,3,3,0,0,
2017,513,R,1,1,1,1,1,0,0,
2017,513,SUM,1,1,1,1,1,0,0,
2017,514,R,6,66,11,6,6,0,0,
2017,514,SUM,6,66,11,6,6,0,0,
2017,516,R,2,10,5,2,2,0,0,
2017,516,SUM,2,10,5,2,2,0,0,
2017,600,R,3,23,8,2,2,0,0,
2017,600,SUM,3,23,8,2,2,0,0,
2017,Reg_1,N,5,27,5,3,3,0,0,
2017,Reg_1,R,104,1625,16,66,66,0,0,
2017,Reg_1,SUM,109,1652,15,69,69,0,0,
2017,Reg_2,R,37,519,14,31,31,0,0,
2017,Reg_2,SUM,37,519,14,31,31,0,0,
2017,Reg_3,N,4,17,4,4,4,0,0,
2017,Reg_3,R,166,1443,9,147,113,26,8,
2017,Reg_3,SUM,170,1460,9,151,117,26,8,
2017,Reg_4,N,1,3,3,1,1,0,0,
2017,Reg_4,R,10,61,6,8,8,0,0,
2017,Reg_4,SUM,11,64,6,9,9,0,0,
2017,Reg_5,R,9,77,9,9,9,0,0,
2017,Reg_5,SUM,9,77,9,9,9,0,0,
2017,Reg_6,R,3,23,8,2,2,0,0,
2017,Reg_6,SUM,3,23,8,2,2,0,0,
2017,State,N,10,47,5,8,8,0,0,
2017,State,R,329,3755,11,262,228,26,8,
2017,State,SUM,339,3802,11,270,236,26,8,
2018,100,N,0,0,0,0,0,0,0,
2018,100,R,11,183,17,6,6,0,0,
2018,100,SUM,11,183,17,6,6,0,0,
2018,101,N,0,0,0,0,0,0,0,
2018,101,R,11,182,17,7,7,0,0,
2018,101,SUM,11,182,17,7,7,0,0,
2018,102,R,6,42,7,6,6,0,0,
2018,102,SUM,6,42,7,6,6,0,0,
2018,103,R,3,50,17,3,3,0,0,
2018,103,SUM,3,50,17,3,3,0,0,
2018,104,R,5,157,31,2,2,0,0,
2018,104,SUM,5,157,31,2,2,0,0,
2018,105,N,2,12,6,2,2,0,0,
2018,105,R,18,449,25,6,6,0,0,
2018,105,SUM,20,461,23,8,8,0,0,
2018,106,R,13,158,12,7,7,0,0,
2018,106,SUM,13,158,12,7,7,0,0,
2018,110,R,11,209,19,6,6,0,0,
2018,110,SUM,11,209,19,6,6,0,0,
2018,111,N,1,10,10,1,1,0,0,
2018,111,R,9,102,11,8,8,0,0,
2018,111,SUM,10,112,11,9,9,0,0,
2018,112,R,3,37,12,3,3,0,0,
2018,112,SUM,3,37,12,3,3,0,0,
2018,121,R,4,74,19,2,2,0,0,
2018,121,SUM,4,74,19,2,2,0,0,
2018,122,N,1,14,14,0,0,0,0,
2018,122,R,3,24,8,1,1,0,0,
2018,122,SUM,4,38,10,1,1,0,0,
2018,125,N,1,7,7,1,1,0,0,
2018,125,R,2,43,22,2,2,0,0,
2018,125,SUM,3,50,17,3,3,0,0,
2018,126,R,1,1,1,1,1,0,0,
2018,126,SUM,1,1,1,1,1,0,0,
2018,140,R,2,15,8,1,1,0,0,
2018,140,SUM,2,15,8,1,1,0,0,
2018,141,R,2,36,18,2,2,0,0,
2018,141,SUM,2,36,18,2,2,0,0,
2018,150,R,1,13,13,1,1,0,0,
2018,150,SUM,1,13,13,1,1,0,0,
2018,210,R,4,59,15,4,4,0,0,
2018,210,SUM,4,59,15,4,4,0,0,
2018,211,R,2,12,6,2,0,2,0,
2018,211,SUM,2,12,6,2,0,2,0,
2018,212,R,4,18,5,2,2,0,0,
2018,212,SUM,4,18,5,2,2,0,0,
2018,214,R,1,24,24,0,0,0,0,
2018,214,SUM,1,24,24,0,0,0,0,
2018,215,R,1,1,1,1,1,0,0,
2018,215,SUM,1,1,1,1,1,0,0,
2018,220,R,3,103,34,1,1,0,0,
2018,220,SUM,3,103,34,1,1,0,0,
2018,230,R,4,28,7,4,4,0,0,
2018,230,SUM,4,28,7,4,4,0,0,
2018,240,R,3,48,16,2,2,0,0,
2018,240,SUM,3,48,16,2,2,0,0,
2018,250,R,1,28,28,1,1,0,0,
2018,250,SUM,1,28,28,1,1,0,0,
2018,261,R,2,20,10,2,2,0,0,
2018,261,SUM,2,20,10,2,2,0,0,
2018,270,R,3,32,11,3,3,0,0,
2018,270,SUM,3,32,11,3,3,0,0,
2018,280,R,1,2,2,0,0,0,0,
2018,280,SUM,1,2,2,0,0,0,0,
2018,285,R,2,80,40,2,2,0,0,
2018,285,SUM,2,80,40,2,2,0,0,
2018,291,R,0,0,0,0,0,0,0,
2018,291,SUM,0,0,0,0,0,0,0,
2018,292,R,0,0,0,0,0,0,0,
2018,292,SUM,0,0,0,0,0,0,0,
2018,293,R,0,0,0,0,0,0,0,
2018,293,SUM,0,0,0,0,0,0,0,
2018,300,N,1,2,2,1,1,0,0,
2018,300,R,10,91,9,7,4,2,1,
2018,300,SUM,11,93,9,8,5,2,1,
2018,301,N,2,4,2,1,1,0,0,
2018,301,R,6,30,5,6,4,2,0,
2018,301,SUM,8,34,4,7,5,2,0,
2018,302,R,2,8,4,1,1,0,0,
2018,302,SUM,2,8,4,1,1,0,0,
2018,303,R,4,45,11,4,3,1,0,
2018,303,SUM,4,45,11,4,3,1,0,
2018,309,R,3,38,13,2,2,0,0,
2018,309,SUM,3,38,13,2,2,0,0,
2018,310,N,1,12,12,1,1,0,0,
2018,310,SUM,1,12,12,1,1,0,0,
2018,311,R,5,41,8,4,4,0,0,
2018,311,SUM,5,41,8,4,4,0,0,
2018,312,R,4,67,17,3,3,0,0,
2018,312,SUM,4,67,17,3,3,0,0,
2018,314,R,1,12,12,1,1,0,0,
2018,314,SUM,1,12,12,1,1,0,0,
2018,315,N,1,7,7,1,1,0,0,
2018,315,R,1,12,12,1,1,0,0,
2018,315,SUM,2,19,10,2,2,0,0,
2018,319,R,1,5,5,1,1,0,0,
2018,319,SUM,1,5,5,1,1,0,0,
2018,320,R,6,23,4,6,4,2,0,
2018,320,SUM,6,23,4,6,4,2,0,
2018,322,R,2,3,2,2,2,0,0,
2018,322,SUM,2,3,2,2,2,0,0,
2018,323,N,0,0,0,0,0,0,0,
2018,323,R,13,142,11,13,9,3,1,
2018,323,SUM,13,142,11,13,9,3,1,
2018,324,R,10,119,12,8,6,2,0,
2018,324,SUM,10,119,12,8,6,2,0,
2018,325,R,6,50,8,6,6,0,0,
2018,325,SUM,6,50,8,6,6,0,0,
2018,326,R,4,22,6,4,4,0,0,
2018,326,SUM,4,22,6,4,4,0,0,
2018,327,R,3,26,9,3,3,0,0,
2018,327,SUM,3,26,9,3,3,0,0,
2018,329,R,2,10,5,2,2,0,0,
2018,329,SUM,2,10,5,2,2,0,0,
2018,330,R,2,14,7,2,0,2,0,
2018,330,SUM,2,14,7,2,0,2,0,
2018,331,R,12,132,11,8,7,1,0,
2018,331,SUM,12,132,11,8,7,1,0,
2018,332,R,13,56,4,13,11,3,0,
2018,332,SUM,13,56,4,13,11,3,0,
2018,333,R,0,0,0,0,0,0,0,
2018,333,SUM,0,0,0,0,0,0,0,
2018,334,R,12,54,5,11,6,4,1,
2018,334,SUM,12,54,5,11,6,4,1,
2018,335,R,0,0,0,0,0,0,0,
2018,335,SUM,0,0,0,0,0,0,0,
2018,340,R,4,20,5,3,3,0,0,
2018,340,SUM,4,20,5,3,3,0,0,
2018,341,R,3,42,14,3,3,0,0,
2018,341,SUM,3,42,14,3,3,0,0,
2018,343,R,0,0,0,0,0,0,0,
2018,343,SUM,0,0,0,0,0,0,0,
2018,350,R,2,4,2,2,2,0,0,
2018,350,SUM,2,4,2,2,2,0,0,
2018,380,R,6,92,15,5,4,1,0,
2018,380,SUM,6,92,15,5,4,1,0,
2018,382,R,2,18,9,2,2,0,0,
2018,382,SUM,2,18,9,2,2,0,0,
2018,390,R,2,20,10,2,2,0,0,
2018,390,SUM,2,20,10,2,2,0,0,
2018,398,N,1,12,12,0,0,0,0,
2018,398,R,4,53,13,1,1,0,0,
2018,398,SUM,5,65,13,1,1,0,0,
2018,399,N,0,0,0,0,0,0,0,
2018,399,R,3,6,2,3,3,0,0,
2018,399,SUM,3,6,2,3,3,0,0,
2018,401,R,2,2,1,2,2,0,0,
2018,401,SUM,2,2,1,2,2,0,0,
2018,415,R,0,0,0,0,0,0,0,
2018,415,SUM,0,0,0,0,0,0,0,
2018,441,R,1,30,30,1,1,0,0,
2018,441,SUM,1,30,30,1,1,0,0,
2018,494,R,4,37,9,4,3,1,0,
2018,494,SUM,4,37,9,4,3,1,0,
2018,496,R,4,40,10,3,1,0,1,
2018,496,SUM,4,40,10,3,1,0,1,
2018,513,R,1,14,14,1,1,0,0,
2018,513,SUM,1,14,14,1,1,0,0,
2018,514,R,6,49,8,6,6,0,0,
2018,514,SUM,6,49,8,6,6,0,0,
2018,516,R,2,8,4,2,2,0,0,
2018,516,SUM,2,8,4,2,2,0,0,
2018,600,R,6,62,10,5,5,0,0,
2018,600,SUM,6,62,10,5,5,0,0,
2018,Reg_1,N,5,43,9,4,4,0,0,
2018,Reg_1,R,105,1773,17,63,63,0,0,
2018,Reg_1,SUM,110,1816,17,67,67,0,0,
2018,Reg_2,R,31,454,15,24,22,2,0,
2018,Reg_2,SUM,31,454,15,24,22,2,0,
2018,Reg_3,N,6,37,6,4,4,0,0,
2018,Reg_3,R,147,1254,9,128,103,22,3,
2018,Reg_3,SUM,153,1291,8,132,107,22,3,
2018,Reg_4,R,11,109,10,10,7,1,1,
2018,Reg_4,SUM,11,109,10,10,7,1,1,
2018,Reg_5,R,9,71,8,9,9,0,0,
2018,Reg_5,SUM,9,71,8,9,9,0,0,
2018,Reg_6,R,6,62,10,5,5,0,0,
2018,Reg_6,SUM,6,62,10,5,5,0,0,
2018,State,N,11,80,7,8,8,0,0,
2018,State,R,310,3739,12,238,208,25,5,
2018,State,SUM,321,3819,12,246,216,25,5,